siteId,requirementKind,declaringEntry,condition,evaluationSiteCategory,typeFamily,disposition,dischargeStory,premiseTier,group,conflict,deferralCited,derivation,openQuestion,sources
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,quantifier-predicate,business-domain,deferred,,,,,"owner scope ruling for this slice: temporal arithmetic is deferred pending the unmade number-model decision; docs/language/primitive-types.md:688 states the temporal arm rides with the integer-overflow deferral, and docs/language/temporal-type-system.md:624 restates it. Applied reading: any catalog site whose declaring entry is an arithmetic operation with a temporal-typed operand or result. That reading is broader than the cited canon text, which scopes the deferral to representable-range overflow only — recorded as a missing rule, not silently narrowed or widened.",,,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,quantifier-predicate,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,operand-free-action-precondition,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,operand-free-action-precondition,temporal,empty,,,,,,"the operand-free action-precondition category holds no authored expression, so no operator, function or accessor site can occur inside it",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,operand-free-action-precondition,business-domain,empty,,,,,,"the operand-free action-precondition category holds no authored expression, so no operator, function or accessor site can occur inside it",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,operand-free-action-precondition,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,choice-value-expression,primitive,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the primitive family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,choice-value-expression,temporal,empty,,,,,,"the choice value production admits only string/number/true/false literals (eval-site enumeration, choice-value-expression derivation), so no operator, function, accessor or action occurs here and no catalog site can attach",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,choice-value-expression,business-domain,empty,,,,,,"the choice value production admits only string/number/true/false literals (eval-site enumeration, choice-value-expression derivation), so no operator, function, accessor or action occurs here and no catalog site can attach",,
op/MoneyDivideDuration/numeric-0,Numeric,MoneyDivideDuration — money / duration,Divisor must be non-zero,choice-value-expression,collection,empty,,,,,,"no operand or subject of `MoneyDivideDuration — money / duration` has a declared type in the collection family (its declared types are Money, Duration), so no program can mint this requirement at a value of that family",,
op/QuantityPlusQuantity/qualifiercompatibility-0,QualifierCompatibility,QuantityPlusQuantity — quantity + quantity,Operands must have matching unit qualifiers,transition-row-action-operand,primitive,empty,,,,,,"no operand or subject of `QuantityPlusQuantity — quantity + quantity` has a declared type in the primitive family (its declared types are Quantity, Quantity), so no program can mint this requirement at a value of that family",,
op/QuantityPlusQuantity/qualifiercompatibility-0,QualifierCompatibility,QuantityPlusQuantity — quantity + quantity,Operands must have matching unit qualifiers,transition-row-action-operand,temporal,empty,,,,,,"no operand or subject of `QuantityPlusQuantity — quantity + quantity` has a declared type in the temporal family (its declared types are Quantity, Quantity), so no program can mint this requirement at a value of that family",,
op/QuantityPlusQuantity/qualifiercompatibility-0,QualifierCompatibility,QuantityPlusQuantity — quantity + quantity,Operands must have matching unit qualifiers,transition-row-action-operand,business-domain,open,,,,,,,"no premise class supplies the facts that discharge this requirement. The matrix's four classes are field modifiers, arg constraints, the handler's guard, and pre-state constraints (docs/Working/obligation-discharge-matrix-2026-07-19.md:38). Currency, unit and dimension qualifiers are part of a type reference, not a modifier, and ModifierMeta.ProofSatisfactions carries Numeric satisfactions only (src/Precept/Language/Modifiers.cs:73), so no written rule says which class a qualifier fact instantiates. Without a class the discharge contract cannot be written, so the cell is undecided rather than defined.",
op/QuantityPlusQuantity/qualifiercompatibility-0,QualifierCompatibility,QuantityPlusQuantity — quantity + quantity,Operands must have matching unit qualifiers,transition-row-action-operand,collection,empty,,,,,,"no operand or subject of `QuantityPlusQuantity — quantity + quantity` has a declared type in the collection family (its declared types are Quantity, Quantity), so no program can mint this requirement at a value of that family",,
op/QuantityPlusQuantity/qualifiercompatibility-0,QualifierCompatibility,QuantityPlusQuantity — quantity + quantity,Operands must have matching unit qualifiers,stateless-hook-action-operand,primitive,empty,,,,,,"no operand or subject of `QuantityPlusQuantity — quantity + quantity` has a declared type in the primitive family (its declared types are Quantity, Quantity), so no program can mint this requirement at a value of that family",,
op/QuantityPlusQuantity/qualifiercompatibility-0,QualifierCompatibility,QuantityPlusQuantity — quantity + quantity,Operands must have matching unit qualifiers,stateless-hook-action-operand,temporal,empty,,,,,,"no operand or subject of `QuantityPlusQuantity — quantity + quantity` has a declared type in the temporal family (its declared types are Quantity, Quantity), so no program can mint this requirement at a value of that family",,
